fn,label,pa_data_js,pa_affiche_bouton,cost_data_js,cost_affiche_bouton,statut,cause_probable,ligne_data_js
gerer_local,Gérer mon coffre,1,0,0,0,DIVERGENCE,"TEST_MODE ? '0 PA' : o.pa+' PA' (plateau-politique.js:1544) -- cosmetique, doOrder recoit quand meme o.pa reel",1865
gerer_finances,Gerer mon compte,0,0,0,0,OK,"pa declare = 0, donc affichage 0 PA correct par coincidence",1890
compte_offshore,Ouvrir compte offshore,2,0,1000,1000,DIVERGENCE,"TEST_MODE ? '0 PA' : o.pa+' PA' (plateau-politique.js:1544) -- cosmetique, doOrder recoit quand meme o.pa reel",1891
emprunter_prive,Emprunter (sans verification),1,0,0,0,DIVERGENCE,"TEST_MODE ? '0 PA' : o.pa+' PA' (plateau-politique.js:1544) -- cosmetique, doOrder recoit quand meme o.pa reel",1892
blanchiment,Blanchir des fonds,3,0,0,0,DIVERGENCE,"TEST_MODE ? '0 PA' : o.pa+' PA' (plateau-politique.js:1544) -- cosmetique, doOrder recoit quand meme o.pa reel",1893
societe_ecran,Creer une societe ecran,3,0,500,500,DIVERGENCE,"TEST_MODE ? '0 PA' : o.pa+' PA' (plateau-politique.js:1544) -- cosmetique, doOrder recoit quand meme o.pa reel",1894
soins,Consultation et soins,0,0,200,200,OK,"pa declare = 0, donc affichage 0 PA correct par coincidence",1919
soins_urgence,Soins acceleres (urgence),0,0,500,500,OK,"pa declare = 0, donc affichage 0 PA correct par coincidence",1920
soins_discrets,Soins sans trace,1,0,800,800,DIVERGENCE,"TEST_MODE ? '0 PA' : o.pa+' PA' (plateau-politique.js:1544) -- cosmetique, doOrder recoit quand meme o.pa reel",1921
centre_anti_poison,Centre anti-poison,1,0,150,150,DIVERGENCE,"TEST_MODE ? '0 PA' : o.pa+' PA' (plateau-politique.js:1544) -- cosmetique, doOrder recoit quand meme o.pa reel",1922
se_nourrir,Manger,1,0,30,30,DIVERGENCE,"TEST_MODE ? '0 PA' : o.pa+' PA' (plateau-politique.js:1544) -- cosmetique, doOrder recoit quand meme o.pa reel",1923
soins_basiques,Soins basiques (gratuit),0,0,0,0,OK,"pa declare = 0, donc affichage 0 PA correct par coincidence",1949
soins,Consultation medecin,0,0,20,20,OK,"pa declare = 0, donc affichage 0 PA correct par coincidence",1950
centre_anti_poison,Centre anti-poison,1,0,60,60,DIVERGENCE,"TEST_MODE ? '0 PA' : o.pa+' PA' (plateau-politique.js:1544) -- cosmetique, doOrder recoit quand meme o.pa reel",1951
transfert_clinique_privee,Être transféré en clinique privée,0,0,1000,1000,OK,"pa declare = 0, donc affichage 0 PA correct par coincidence",1952
plainte_police,Porter plainte,1,0,0,0,DIVERGENCE,"TEST_MODE ? '0 PA' : o.pa+' PA' (plateau-politique.js:1544) -- cosmetique, doOrder recoit quand meme o.pa reel",1988
consulter_caisse_commissariat,Consulter la caisse,0,0,0,0,OK,"pa declare = 0, donc affichage 0 PA correct par coincidence",1989
cambrioler_caisse_commissariat,Cambrioler la caisse,3,0,0,0,DIVERGENCE,"TEST_MODE ? '0 PA' : o.pa+' PA' (plateau-politique.js:1544) -- cosmetique, doOrder recoit quand meme o.pa reel",1990
archives_police,Consulter les archives,1,0,0,0,DIVERGENCE,"TEST_MODE ? '0 PA' : o.pa+' PA' (plateau-politique.js:1544) -- cosmetique, doOrder recoit quand meme o.pa reel",1991
arreter,,3,0,500,500,DIVERGENCE,"TEST_MODE ? '0 PA' : o.pa+' PA' (plateau-politique.js:1544) -- cosmetique, doOrder recoit quand meme o.pa reel",1992
se_justifier,Se justifier (convocation),2,0,0,0,DIVERGENCE,"TEST_MODE ? '0 PA' : o.pa+' PA' (plateau-politique.js:1544) -- cosmetique, doOrder recoit quand meme o.pa reel",1993
requete_avocat,Requérir les services d\,1,0,0,0,DIVERGENCE,"TEST_MODE ? '0 PA' : o.pa+' PA' (plateau-politique.js:1544) -- cosmetique, doOrder recoit quand meme o.pa reel",2005
se_rebeller,Se rebeller,2,0,0,0,DIVERGENCE,"TEST_MODE ? '0 PA' : o.pa+' PA' (plateau-politique.js:1544) -- cosmetique, doOrder recoit quand meme o.pa reel",2006
tentative_evasion,Tenter de s\,3,0,0,0,DIVERGENCE,"TEST_MODE ? '0 PA' : o.pa+' PA' (plateau-politique.js:1544) -- cosmetique, doOrder recoit quand meme o.pa reel",2007
mener_enquete,,2,0,250,250,DIVERGENCE,"TEST_MODE ? '0 PA' : o.pa+' PA' (plateau-politique.js:1544) -- cosmetique, doOrder recoit quand meme o.pa reel",2019
organiser_filature,Organiser une filature,2,0,150,150,DIVERGENCE,"TEST_MODE ? '0 PA' : o.pa+' PA' (plateau-politique.js:1544) -- cosmetique, doOrder recoit quand meme o.pa reel",2020
organiser_chasse_homme,,3,0,300,300,DIVERGENCE,"TEST_MODE ? '0 PA' : o.pa+' PA' (plateau-politique.js:1544) -- cosmetique, doOrder recoit quand meme o.pa reel",2021
se_renseigner,Se renseigner,0,0,0,0,OK,"pa declare = 0, donc affichage 0 PA correct par coincidence",2047
consulter_archives_presse,Consulter les archives de presse,0,0,0,0,OK,"pa declare = 0, donc affichage 0 PA correct par coincidence",2048
imprimer_tracts,Faire imprimer des tracts,2,0,150,150,DIVERGENCE,"TEST_MODE ? '0 PA' : o.pa+' PA' (plateau-politique.js:1544) -- cosmetique, doOrder recoit quand meme o.pa reel",2049
vendre_bois_imprimerie,Vendre du bois à Gustave,1,0,0,0,DIVERGENCE,"TEST_MODE ? '0 PA' : o.pa+' PA' (plateau-politique.js:1544) -- cosmetique, doOrder recoit quand meme o.pa reel",2050
produire_fuite,Produire une fuite,3,0,0,0,DIVERGENCE,"TEST_MODE ? '0 PA' : o.pa+' PA' (plateau-politique.js:1544) -- cosmetique, doOrder recoit quand meme o.pa reel",2064
fabriquer_scandale,Fabriquer un scandale,3,0,800,800,DIVERGENCE,"TEST_MODE ? '0 PA' : o.pa+' PA' (plateau-politique.js:1544) -- cosmetique, doOrder recoit quand meme o.pa reel",2065
interview,Donner une interview,1,0,0,0,DIVERGENCE,"TEST_MODE ? '0 PA' : o.pa+' PA' (plateau-politique.js:1544) -- cosmetique, doOrder recoit quand meme o.pa reel",2066
article,Placer un article favorable,2,0,300,300,DIVERGENCE,"TEST_MODE ? '0 PA' : o.pa+' PA' (plateau-politique.js:1544) -- cosmetique, doOrder recoit quand meme o.pa reel",2067
corrompre_journaliste,Corrompre un journaliste,2,0,500,500,DIVERGENCE,"TEST_MODE ? '0 PA' : o.pa+' PA' (plateau-politique.js:1544) -- cosmetique, doOrder recoit quand meme o.pa reel",2068
etouffer,Etouffer un article,3,0,800,800,DIVERGENCE,"TEST_MODE ? '0 PA' : o.pa+' PA' (plateau-politique.js:1544) -- cosmetique, doOrder recoit quand meme o.pa reel",2069
demander_parler_loge,Demander a parler a quelqu\,1,0,0,0,DIVERGENCE,"TEST_MODE ? '0 PA' : o.pa+' PA' (plateau-politique.js:1544) -- cosmetique, doOrder recoit quand meme o.pa reel",2095
demander_info_loge,Demander des informations,2,0,0,0,DIVERGENCE,"TEST_MODE ? '0 PA' : o.pa+' PA' (plateau-politique.js:1544) -- cosmetique, doOrder recoit quand meme o.pa reel",2122
recruter_informateur_2,Recruter un informateur (Niv.2),1,0,400,400,DIVERGENCE,"TEST_MODE ? '0 PA' : o.pa+' PA' (plateau-politique.js:1544) -- cosmetique, doOrder recoit quand meme o.pa reel",2123
recruter_info_4,Recruter une Taupe N4,3,0,0,0,DIVERGENCE,"TEST_MODE ? '0 PA' : o.pa+' PA' (plateau-politique.js:1544) -- cosmetique, doOrder recoit quand meme o.pa reel",2124
consulter_info_4,Consulter la Taupe N4,1,0,0,0,DIVERGENCE,"TEST_MODE ? '0 PA' : o.pa+' PA' (plateau-politique.js:1544) -- cosmetique, doOrder recoit quand meme o.pa reel",2125
gerer_informateurs,Gérer mes informateurs,0,0,0,0,OK,"pa declare = 0, donc affichage 0 PA correct par coincidence",2126
voter_loi,Participer aux deliberations,2,0,0,0,DIVERGENCE,"TEST_MODE ? '0 PA' : o.pa+' PA' (plateau-politique.js:1544) -- cosmetique, doOrder recoit quand meme o.pa reel",2137
se_former,Suivre une formation,2,0,100,100,DIVERGENCE,"TEST_MODE ? '0 PA' : o.pa+' PA' (plateau-politique.js:1544) -- cosmetique, doOrder recoit quand meme o.pa reel",2162
donner_conf,Donner une conference,2,0,0,0,DIVERGENCE,"TEST_MODE ? '0 PA' : o.pa+' PA' (plateau-politique.js:1544) -- cosmetique, doOrder recoit quand meme o.pa reel",2163
recruter_etud,Recruter des militants,2,0,0,0,DIVERGENCE,"TEST_MODE ? '0 PA' : o.pa+' PA' (plateau-politique.js:1544) -- cosmetique, doOrder recoit quand meme o.pa reel",2164
louer_local,Louer cette salle (180 FR/jour),1,0,0,0,DIVERGENCE,"TEST_MODE ? '0 PA' : o.pa+' PA' (plateau-politique.js:1544) -- cosmetique, doOrder recoit quand meme o.pa reel",2176
recruter_etud,Recruter des militants,2,0,0,0,DIVERGENCE,"TEST_MODE ? '0 PA' : o.pa+' PA' (plateau-politique.js:1544) -- cosmetique, doOrder recoit quand meme o.pa reel",2177
gerer_local,Gérer mon local,1,0,0,0,DIVERGENCE,"TEST_MODE ? '0 PA' : o.pa+' PA' (plateau-politique.js:1544) -- cosmetique, doOrder recoit quand meme o.pa reel",2178
produire_arme,Produire une arme,0,0,0,0,OK,"pa declare = 0, donc affichage 0 PA correct par coincidence",2221
acheter_produit_stock,Acheter en stock (fabrication maison),1,0,0,0,DIVERGENCE,"TEST_MODE ? '0 PA' : o.pa+' PA' (plateau-politique.js:1544) -- cosmetique, doOrder recoit quand meme o.pa reel",2222
se_nourrir,Acheter a manger,0,0,8,8,OK,"pa declare = 0, donc affichage 0 PA correct par coincidence",2248
pouls_populaire,Prendre le pouls,0,0,0,0,OK,"pa declare = 0, donc affichage 0 PA correct par coincidence",2249
distribuer_tract,Distribuer un tract,1,0,0,0,DIVERGENCE,"TEST_MODE ? '0 PA' : o.pa+' PA' (plateau-politique.js:1544) -- cosmetique, doOrder recoit quand meme o.pa reel",2250
lancer_rumeur_cible,Lancer une rumeur,1,0,0,0,DIVERGENCE,"TEST_MODE ? '0 PA' : o.pa+' PA' (plateau-politique.js:1544) -- cosmetique, doOrder recoit quand meme o.pa reel",2251
calendrier_elections,Calendrier electoral,0,0,0,0,OK,"pa declare = 0, donc affichage 0 PA correct par coincidence",2279
organigramme,Organigramme du pays,0,0,0,0,OK,"pa declare = 0, donc affichage 0 PA correct par coincidence",2280
deposer_candidature,Deposer une candidature,2,0,0,0,DIVERGENCE,"TEST_MODE ? '0 PA' : o.pa+' PA' (plateau-politique.js:1544) -- cosmetique, doOrder recoit quand meme o.pa reel",2281
consulter_elections,Consulter les elections,0,0,0,0,OK,"pa declare = 0, donc affichage 0 PA correct par coincidence",2282
acte_officiel,Demander un acte officiel,1,0,50,50,DIVERGENCE,"TEST_MODE ? '0 PA' : o.pa+' PA' (plateau-politique.js:1544) -- cosmetique, doOrder recoit quand meme o.pa reel",2283
demander_naturalisation,Demander la naturalisation,2,0,0,0,DIVERGENCE,"TEST_MODE ? '0 PA' : o.pa+' PA' (plateau-politique.js:1544) -- cosmetique, doOrder recoit quand meme o.pa reel",2284
demander_mariage,Demander en mariage,1,0,0,0,DIVERGENCE,"TEST_MODE ? '0 PA' : o.pa+' PA' (plateau-politique.js:1544) -- cosmetique, doOrder recoit quand meme o.pa reel",2285
officialiser_mariage,Officialiser un mariage,2,0,200,200,DIVERGENCE,"TEST_MODE ? '0 PA' : o.pa+' PA' (plateau-politique.js:1544) -- cosmetique, doOrder recoit quand meme o.pa reel",2286
consulter_indices_locaux,Consulter les caisses communales,0,0,0,0,OK,"pa declare = 0, donc affichage 0 PA correct par coincidence",2287
objet_trouve,Reclamer un objet trouve,1,0,0,0,DIVERGENCE,"TEST_MODE ? '0 PA' : o.pa+' PA' (plateau-politique.js:1544) -- cosmetique, doOrder recoit quand meme o.pa reel",2288
fixer_impots_locaux,Fixer les impôts locaux,2,0,0,0,DIVERGENCE,"TEST_MODE ? '0 PA' : o.pa+' PA' (plateau-politique.js:1544) -- cosmetique, doOrder recoit quand meme o.pa reel",2300
repartition_budget_local,Repartir le budget municipal,2,0,0,0,DIVERGENCE,"TEST_MODE ? '0 PA' : o.pa+' PA' (plateau-politique.js:1544) -- cosmetique, doOrder recoit quand meme o.pa reel",2301
campagne_securite,Lancer une campagne de securite,2,0,500,500,DIVERGENCE,"TEST_MODE ? '0 PA' : o.pa+' PA' (plateau-politique.js:1544) -- cosmetique, doOrder recoit quand meme o.pa reel",2302
contester_resultats,Contester des resultats,2,0,0,0,DIVERGENCE,"TEST_MODE ? '0 PA' : o.pa+' PA' (plateau-politique.js:1544) -- cosmetique, doOrder recoit quand meme o.pa reel",2303
nommer_commissaire,Nommer un commissaire,3,0,0,0,DIVERGENCE,"TEST_MODE ? '0 PA' : o.pa+' PA' (plateau-politique.js:1544) -- cosmetique, doOrder recoit quand meme o.pa reel",2304
revoquer_commissaire,Revoquer le commissaire,1,0,0,0,DIVERGENCE,"TEST_MODE ? '0 PA' : o.pa+' PA' (plateau-politique.js:1544) -- cosmetique, doOrder recoit quand meme o.pa reel",2305
gerer_candidature_maire_adjoint,Gérer les candidatures au Maire Adjoint,1,0,0,0,DIVERGENCE,"TEST_MODE ? '0 PA' : o.pa+' PA' (plateau-politique.js:1544) -- cosmetique, doOrder recoit quand meme o.pa reel",2306
traiter_demandes_permis,Traiter les demandes de permis,1,0,0,0,DIVERGENCE,"TEST_MODE ? '0 PA' : o.pa+' PA' (plateau-politique.js:1544) -- cosmetique, doOrder recoit quand meme o.pa reel",2316
acte_officiel_mairie,Delivrer un acte officiel,1,0,0,0,DIVERGENCE,"TEST_MODE ? '0 PA' : o.pa+' PA' (plateau-politique.js:1544) -- cosmetique, doOrder recoit quand meme o.pa reel",2317
financer_communal,Financer un batiment communal,1,0,0,0,DIVERGENCE,"TEST_MODE ? '0 PA' : o.pa+' PA' (plateau-politique.js:1544) -- cosmetique, doOrder recoit quand meme o.pa reel",2318
gerer_candidature_directeur_entrepot,,1,0,0,0,DIVERGENCE,"TEST_MODE ? '0 PA' : o.pa+' PA' (plateau-politique.js:1544) -- cosmetique, doOrder recoit quand meme o.pa reel",2319
nommer_directeur_entrepot,Nommer un directeur d\,3,0,0,0,DIVERGENCE,"TEST_MODE ? '0 PA' : o.pa+' PA' (plateau-politique.js:1544) -- cosmetique, doOrder recoit quand meme o.pa reel",2320
revoquer_directeur_entrepot,,1,0,0,0,DIVERGENCE,"TEST_MODE ? '0 PA' : o.pa+' PA' (plateau-politique.js:1544) -- cosmetique, doOrder recoit quand meme o.pa reel",2321
consulter_elections,Voir les candidats,0,0,0,0,OK,"pa declare = 0, donc affichage 0 PA correct par coincidence",2333
contester_resultats,Contester des resultats,3,0,200,200,DIVERGENCE,"TEST_MODE ? '0 PA' : o.pa+' PA' (plateau-politique.js:1544) -- cosmetique, doOrder recoit quand meme o.pa reel",2334
falsifier_docs,Falsifier une liste,3,0,500,500,DIVERGENCE,"TEST_MODE ? '0 PA' : o.pa+' PA' (plateau-politique.js:1544) -- cosmetique, doOrder recoit quand meme o.pa reel",2335
consulter_etat_civil,,0,0,0,0,OK,"pa declare = 0, donc affichage 0 PA correct par coincidence",2347
consulter_mandats_maires,Consulter les résumés de mandats,0,0,0,0,OK,"pa declare = 0, donc affichage 0 PA correct par coincidence",2348
se_renseigner,Se renseigner,0,0,0,0,OK,"pa declare = 0, donc affichage 0 PA correct par coincidence",2476
louer_local,Louer ce local (800 FR/jour),1,0,0,0,DIVERGENCE,"TEST_MODE ? '0 PA' : o.pa+' PA' (plateau-politique.js:1544) -- cosmetique, doOrder recoit quand meme o.pa reel",2489
gerer_local,Gérer mon local,1,0,0,0,DIVERGENCE,"TEST_MODE ? '0 PA' : o.pa+' PA' (plateau-politique.js:1544) -- cosmetique, doOrder recoit quand meme o.pa reel",2490
louer_local,Louer ce local (400 FR/jour),1,0,0,0,DIVERGENCE,"TEST_MODE ? '0 PA' : o.pa+' PA' (plateau-politique.js:1544) -- cosmetique, doOrder recoit quand meme o.pa reel",2502
gerer_local,Gérer mon local,1,0,0,0,DIVERGENCE,"TEST_MODE ? '0 PA' : o.pa+' PA' (plateau-politique.js:1544) -- cosmetique, doOrder recoit quand meme o.pa reel",2503
louer_local,Louer ce local (150 FR/jour),1,0,0,0,DIVERGENCE,"TEST_MODE ? '0 PA' : o.pa+' PA' (plateau-politique.js:1544) -- cosmetique, doOrder recoit quand meme o.pa reel",2515
gerer_local,Gérer mon local,1,0,0,0,DIVERGENCE,"TEST_MODE ? '0 PA' : o.pa+' PA' (plateau-politique.js:1544) -- cosmetique, doOrder recoit quand meme o.pa reel",2516
louer_local,Louer ce local (80 FR/jour),1,0,0,0,DIVERGENCE,"TEST_MODE ? '0 PA' : o.pa+' PA' (plateau-politique.js:1544) -- cosmetique, doOrder recoit quand meme o.pa reel",2528
gerer_local,Gérer mon local,1,0,0,0,DIVERGENCE,"TEST_MODE ? '0 PA' : o.pa+' PA' (plateau-politique.js:1544) -- cosmetique, doOrder recoit quand meme o.pa reel",2529
se_renseigner,Se renseigner,0,0,0,0,OK,"pa declare = 0, donc affichage 0 PA correct par coincidence",2554
louer_local,Louer ce local (600 FR/jour),1,0,0,0,DIVERGENCE,"TEST_MODE ? '0 PA' : o.pa+' PA' (plateau-politique.js:1544) -- cosmetique, doOrder recoit quand meme o.pa reel",2567
gerer_local,Gérer mon local,1,0,0,0,DIVERGENCE,"TEST_MODE ? '0 PA' : o.pa+' PA' (plateau-politique.js:1544) -- cosmetique, doOrder recoit quand meme o.pa reel",2568
louer_local,Louer ce local (300 FR/jour),1,0,0,0,DIVERGENCE,"TEST_MODE ? '0 PA' : o.pa+' PA' (plateau-politique.js:1544) -- cosmetique, doOrder recoit quand meme o.pa reel",2580
gerer_local,Gérer mon local,1,0,0,0,DIVERGENCE,"TEST_MODE ? '0 PA' : o.pa+' PA' (plateau-politique.js:1544) -- cosmetique, doOrder recoit quand meme o.pa reel",2581
louer_local,Louer ce local (100 FR/jour),1,0,0,0,DIVERGENCE,"TEST_MODE ? '0 PA' : o.pa+' PA' (plateau-politique.js:1544) -- cosmetique, doOrder recoit quand meme o.pa reel",2593
gerer_local,Gérer mon local,1,0,0,0,DIVERGENCE,"TEST_MODE ? '0 PA' : o.pa+' PA' (plateau-politique.js:1544) -- cosmetique, doOrder recoit quand meme o.pa reel",2594
se_renseigner,Se renseigner,0,0,0,0,OK,"pa declare = 0, donc affichage 0 PA correct par coincidence",2619
louer_local,Louer ce local (1000 FR/jour),1,0,0,0,DIVERGENCE,"TEST_MODE ? '0 PA' : o.pa+' PA' (plateau-politique.js:1544) -- cosmetique, doOrder recoit quand meme o.pa reel",2632
gerer_local,Gérer mon local,1,0,0,0,DIVERGENCE,"TEST_MODE ? '0 PA' : o.pa+' PA' (plateau-politique.js:1544) -- cosmetique, doOrder recoit quand meme o.pa reel",2633
louer_local,Louer ce local (500 FR/jour),1,0,0,0,DIVERGENCE,"TEST_MODE ? '0 PA' : o.pa+' PA' (plateau-politique.js:1544) -- cosmetique, doOrder recoit quand meme o.pa reel",2645
gerer_local,Gérer mon local,1,0,0,0,DIVERGENCE,"TEST_MODE ? '0 PA' : o.pa+' PA' (plateau-politique.js:1544) -- cosmetique, doOrder recoit quand meme o.pa reel",2646
louer_local,Louer ce local (200 FR/jour),1,0,0,0,DIVERGENCE,"TEST_MODE ? '0 PA' : o.pa+' PA' (plateau-politique.js:1544) -- cosmetique, doOrder recoit quand meme o.pa reel",2658
gerer_local,Gérer mon local,1,0,0,0,DIVERGENCE,"TEST_MODE ? '0 PA' : o.pa+' PA' (plateau-politique.js:1544) -- cosmetique, doOrder recoit quand meme o.pa reel",2659
produire_fuite,Produire une fuite,3,0,0,0,DIVERGENCE,"TEST_MODE ? '0 PA' : o.pa+' PA' (plateau-politique.js:1544) -- cosmetique, doOrder recoit quand meme o.pa reel",2670
interview,Donner une interview,1,0,0,0,DIVERGENCE,"TEST_MODE ? '0 PA' : o.pa+' PA' (plateau-politique.js:1544) -- cosmetique, doOrder recoit quand meme o.pa reel",2671
article,Placer un article favorable,2,0,300,300,DIVERGENCE,"TEST_MODE ? '0 PA' : o.pa+' PA' (plateau-politique.js:1544) -- cosmetique, doOrder recoit quand meme o.pa reel",2672
appeler_police_terrain,Appeler la police,1,0,0,0,DIVERGENCE,"TEST_MODE ? '0 PA' : o.pa+' PA' (plateau-politique.js:1544) -- cosmetique, doOrder recoit quand meme o.pa reel",2681
faire_disparaitre_cadavre,Faire disparaitre le corps,2,0,0,0,DIVERGENCE,"TEST_MODE ? '0 PA' : o.pa+' PA' (plateau-politique.js:1544) -- cosmetique, doOrder recoit quand meme o.pa reel",2681
negocier_squatteurs,Negocier le depart,1,0,0,0,DIVERGENCE,"TEST_MODE ? '0 PA' : o.pa+' PA' (plateau-politique.js:1544) -- cosmetique, doOrder recoit quand meme o.pa reel",2681
signer_compromis,Signer un compromis,2,0,1000,1000,DIVERGENCE,"TEST_MODE ? '0 PA' : o.pa+' PA' (plateau-politique.js:1544) -- cosmetique, doOrder recoit quand meme o.pa reel",2681
plainte_obstruction_permis,Contester un refus (obstruction),1,0,0,0,DIVERGENCE,"TEST_MODE ? '0 PA' : o.pa+' PA' (plateau-politique.js:1544) -- cosmetique, doOrder recoit quand meme o.pa reel",2682
acheter_terrain,Acheter ce terrain (1850 m² — 22 200 FR),2,0,22200,22200,DIVERGENCE,"TEST_MODE ? '0 PA' : o.pa+' PA' (plateau-politique.js:1544) -- cosmetique, doOrder recoit quand meme o.pa reel",2682
construire_sur_terrain,Construire,0,0,0,0,OK,"pa declare = 0, donc affichage 0 PA correct par coincidence",2682
corrompre_rdv_notaire,Accélérer le rendez-vous (corruption),2,0,800,800,DIVERGENCE,"TEST_MODE ? '0 PA' : o.pa+' PA' (plateau-politique.js:1544) -- cosmetique, doOrder recoit quand meme o.pa reel",2682
payer_versement_chantier,Payer le versement du chantier,0,0,0,0,OK,"pa declare = 0, donc affichage 0 PA correct par coincidence",2682
corrompre_chantier,Accélérer le chantier (corruption),2,0,1500,1500,DIVERGENCE,"TEST_MODE ? '0 PA' : o.pa+' PA' (plateau-politique.js:1544) -- cosmetique, doOrder recoit quand meme o.pa reel",2682
voler_materiel_chantier,Voler du matériel de chantier,2,0,0,0,DIVERGENCE,"TEST_MODE ? '0 PA' : o.pa+' PA' (plateau-politique.js:1544) -- cosmetique, doOrder recoit quand meme o.pa reel",2682
diviser_construction,Diviser / gérer les lots,0,0,0,0,OK,"pa declare = 0, donc affichage 0 PA correct par coincidence",2682
louer_lot_ici,Louer un lot ici,1,0,0,0,DIVERGENCE,"TEST_MODE ? '0 PA' : o.pa+' PA' (plateau-politique.js:1544) -- cosmetique, doOrder recoit quand meme o.pa reel",2682
gerer_lot_loue,Gérer mon local loué,0,0,0,0,OK,"pa declare = 0, donc affichage 0 PA correct par coincidence",2682
emprunter_construction,Faire un prêt (Banque Nationale),0,0,0,0,OK,"pa declare = 0, donc affichage 0 PA correct par coincidence",2682
racheter_terrain,Offre de rachat,2,0,0,0,DIVERGENCE,"TEST_MODE ? '0 PA' : o.pa+' PA' (plateau-politique.js:1544) -- cosmetique, doOrder recoit quand meme o.pa reel",2682
appeler_police_terrain,Appeler la police,1,0,0,0,DIVERGENCE,"TEST_MODE ? '0 PA' : o.pa+' PA' (plateau-politique.js:1544) -- cosmetique, doOrder recoit quand meme o.pa reel",2687
faire_disparaitre_cadavre,Faire disparaitre le corps,2,0,0,0,DIVERGENCE,"TEST_MODE ? '0 PA' : o.pa+' PA' (plateau-politique.js:1544) -- cosmetique, doOrder recoit quand meme o.pa reel",2687
negocier_squatteurs,Negocier le depart,1,0,0,0,DIVERGENCE,"TEST_MODE ? '0 PA' : o.pa+' PA' (plateau-politique.js:1544) -- cosmetique, doOrder recoit quand meme o.pa reel",2687
signer_compromis,Signer un compromis,2,0,1000,1000,DIVERGENCE,"TEST_MODE ? '0 PA' : o.pa+' PA' (plateau-politique.js:1544) -- cosmetique, doOrder recoit quand meme o.pa reel",2687
plainte_obstruction_permis,Contester un refus (obstruction),1,0,0,0,DIVERGENCE,"TEST_MODE ? '0 PA' : o.pa+' PA' (plateau-politique.js:1544) -- cosmetique, doOrder recoit quand meme o.pa reel",2688
acheter_terrain,Acheter ce terrain (2750 m² — 33 000 FR),2,0,33000,33000,DIVERGENCE,"TEST_MODE ? '0 PA' : o.pa+' PA' (plateau-politique.js:1544) -- cosmetique, doOrder recoit quand meme o.pa reel",2688
construire_sur_terrain,Construire,0,0,0,0,OK,"pa declare = 0, donc affichage 0 PA correct par coincidence",2688
corrompre_rdv_notaire,Accélérer le rendez-vous (corruption),2,0,800,800,DIVERGENCE,"TEST_MODE ? '0 PA' : o.pa+' PA' (plateau-politique.js:1544) -- cosmetique, doOrder recoit quand meme o.pa reel",2688
payer_versement_chantier,Payer le versement du chantier,0,0,0,0,OK,"pa declare = 0, donc affichage 0 PA correct par coincidence",2688
corrompre_chantier,Accélérer le chantier (corruption),2,0,1500,1500,DIVERGENCE,"TEST_MODE ? '0 PA' : o.pa+' PA' (plateau-politique.js:1544) -- cosmetique, doOrder recoit quand meme o.pa reel",2688
voler_materiel_chantier,Voler du matériel de chantier,2,0,0,0,DIVERGENCE,"TEST_MODE ? '0 PA' : o.pa+' PA' (plateau-politique.js:1544) -- cosmetique, doOrder recoit quand meme o.pa reel",2688
diviser_construction,Diviser / gérer les lots,0,0,0,0,OK,"pa declare = 0, donc affichage 0 PA correct par coincidence",2688
louer_lot_ici,Louer un lot ici,1,0,0,0,DIVERGENCE,"TEST_MODE ? '0 PA' : o.pa+' PA' (plateau-politique.js:1544) -- cosmetique, doOrder recoit quand meme o.pa reel",2688
gerer_lot_loue,Gérer mon local loué,0,0,0,0,OK,"pa declare = 0, donc affichage 0 PA correct par coincidence",2688
emprunter_construction,Faire un prêt (Banque Nationale),0,0,0,0,OK,"pa declare = 0, donc affichage 0 PA correct par coincidence",2688
racheter_terrain,Offre de rachat,2,0,0,0,DIVERGENCE,"TEST_MODE ? '0 PA' : o.pa+' PA' (plateau-politique.js:1544) -- cosmetique, doOrder recoit quand meme o.pa reel",2688
appeler_police_terrain,Appeler la police,1,0,0,0,DIVERGENCE,"TEST_MODE ? '0 PA' : o.pa+' PA' (plateau-politique.js:1544) -- cosmetique, doOrder recoit quand meme o.pa reel",2693
faire_disparaitre_cadavre,Faire disparaitre le corps,2,0,0,0,DIVERGENCE,"TEST_MODE ? '0 PA' : o.pa+' PA' (plateau-politique.js:1544) -- cosmetique, doOrder recoit quand meme o.pa reel",2693
negocier_squatteurs,Negocier le depart,1,0,0,0,DIVERGENCE,"TEST_MODE ? '0 PA' : o.pa+' PA' (plateau-politique.js:1544) -- cosmetique, doOrder recoit quand meme o.pa reel",2693
signer_compromis,Signer un compromis,2,0,1000,1000,DIVERGENCE,"TEST_MODE ? '0 PA' : o.pa+' PA' (plateau-politique.js:1544) -- cosmetique, doOrder recoit quand meme o.pa reel",2693
plainte_obstruction_permis,Contester un refus (obstruction),1,0,0,0,DIVERGENCE,"TEST_MODE ? '0 PA' : o.pa+' PA' (plateau-politique.js:1544) -- cosmetique, doOrder recoit quand meme o.pa reel",2694
acheter_terrain,Acheter ce terrain,2,0,25000,25000,DIVERGENCE,"TEST_MODE ? '0 PA' : o.pa+' PA' (plateau-politique.js:1544) -- cosmetique, doOrder recoit quand meme o.pa reel",2694
construire_sur_terrain,Construire,0,0,0,0,OK,"pa declare = 0, donc affichage 0 PA correct par coincidence",2694
