fn;label;batiment;salle;poste_requis;taux_reel_pct;palier_propose;palier_canon_pct;categorie;methode_obtention;statut_audit;description
recruter_informateur_2;Recruter un informateur (Niv.2);Loge Maçonnique;Bureau du Venerable Maitre;(aucun);100;Automatique;100;Rencontre;doOrder-custom-handler;OK;400 FR/jour. Localisation précise, intentions vote, voyages récents.
recruter_info_4;Recruter une Taupe N4;Loge Maçonnique;Bureau du Venerable Maitre;(aucun);50;Difficile;55;Lieu;doOrder-custom-handler;Bruit calibration (±5%);1500 FR/jour. Confessions, transactions, ordres passés 24h.
consulter_info_4;Consulter la Taupe N4;Loge Maçonnique;Bureau du Venerable Maitre;(aucun);100;Automatique;100;Lieu;doOrder-custom-handler;A verifier (Lieu 85%);Obtenir une information de votre taupe niveau 4.
gerer_informateurs;Gérer mes informateurs;Loge Maçonnique;Salle de Reunion;(aucun);100;Automatique;100;Autres;doOrder-custom-handler;OK;Voir et gérer vos informateurs actifs.
voter_loi;Participer aux deliberations;Loge Maçonnique;Salle de Reunion;(aucun);100;Automatique;100;Autres;doOrder-custom-handler;OK;
se_former;Suivre une formation;Université;Amphitheatre;(aucun);100;Automatique;100;Lieu;doOrder-custom-handler;A verifier (Lieu 85%);Choisir une caracteristique : +2 jusqu'au prochain sommeil. 1 formation/jour.
donner_conf;Donner une conference;Université;Amphitheatre;(aucun);100;Automatique;100;Lieu;doOrder-custom-handler;A verifier (Lieu 85%);Soutenir un candidat en campagne (3 electeurs convertis) OU sensibiliser sur un theme (+2 indice, utilisable hors campagne).
recruter_etud;Recruter des militants;Université;Amphitheatre;(aucun);100;Automatique;100;Lieu;doOrder-custom-handler;A verifier (Lieu 85%);Reserve aux membres d'un syndicat etudiant actif. 1/jour, plafond 2 militants par joueur. Prepare les manifestations.
louer_local;Louer cette salle (180 FR/jour);Université;Salle de Réunion — Local à louer;(aucun);100;Automatique;100;Lieu;doOrder-custom-handler;A verifier (Lieu 85%);+4 POP +4 INF +2 DIS. Recrutement militant facilité.
recruter_etud;Recruter des militants;Université;Salle de Réunion — Local à louer;(aucun);100;Automatique;100;Lieu;doOrder-custom-handler;A verifier (Lieu 85%);Reserve aux membres d'un syndicat etudiant actif. 1/jour, plafond 2 militants par joueur. Prepare les manifestations.
gerer_local;Gérer mon local;Université;Salle de Réunion — Local à louer;(aucun);100;Automatique;100;Lieu;doOrder-custom-handler;A verifier (Lieu 85%);
produire_arme;Produire une arme;Armurerie;Magasin;(aucun);100;Automatique;100;Lieu;doOrder-custom-handler;A verifier (Lieu 85%);Fabrication contre salaire (Unites de Temps). Necessite des materiaux en stock.
acheter_produit_stock;Acheter en stock (fabrication maison);Armurerie;Magasin;(aucun);100;Automatique;100;Lieu;doOrder-custom-handler;A verifier (Lieu 85%);Armes produites par de vrais joueurs, au prix fixe par le proprietaire.
vendre_matiere_armurerie;Vendre des matieres premieres;Armurerie;Magasin;(aucun);100;Automatique;100;Lieu;doOrder-custom-handler;A verifier (Lieu 85%);Metal, bois — au prix fixe par le proprietaire de l'armurerie.
racheter_armurerie;Racheter cette entreprise;Armurerie;Magasin;(aucun);100;Automatique;100;Lieu;doOrder-custom-handler;A verifier (Lieu 85%);Devenir proprietaire de l'armurerie (actuellement tenue par un PNJ).
gerer_armurerie;Gérer mon armurerie;Armurerie;Magasin;(aucun);100;Automatique;100;Lieu;doOrder-custom-handler;A verifier (Lieu 85%);Reserve au proprietaire. Tarifs, prix des matieres, prix de vente, stock maximum.
se_nourrir;Acheter a manger;Marché;Etals du marche;(aucun);100;Automatique;100;Lieu;doOrder-custom-handler;A verifier (Lieu 85%);Repas economique. +5 Sante.
pouls_populaire;Prendre le pouls;Marché;Etals du marche;(aucun);85;Facile;85;Lieu;doOrder-custom-handler;OK;Sondage sur les elections ou popularite des PJ. Resultat genere par IA.
distribuer_tract;Distribuer un tract;Marché;Etals du marche;(aucun);70;Standard;70;Lieu;doOrder-custom-handler;OK;Necessite un tract en inventaire. Donne un vote au candidat du tract.
lancer_rumeur_cible;Lancer une rumeur;Marché;Etals du marche;(aucun);50;Difficile;55;Rencontre;doOrder-custom-handler;Bruit calibration (±5%);Sur une personne du repertoire. Succes : +/-5 POP sur la cible.
calendrier_elections;Calendrier electoral;Mairie de Luthécia;Hall d'accueil;(aucun);100;Automatique;100;Autres;doOrder-custom-handler;OK;Consulter le calendrier des elections en cours et a venir.
organigramme;Organigramme du pays;Mairie de Luthécia;Hall d'accueil;(aucun);100;Automatique;100;Autres;doOrder-custom-handler;OK;Voir qui occupe chaque poste dans votre empire. PJ en vert, PNJ en gris.
deposer_candidature;Deposer une candidature;Mairie de Luthécia;Hall d'accueil;(aucun);100;Automatique;100;Autres;doOrder-custom-handler;OK;Vous inscrire comme candidat a une election en cours.
consulter_elections;Consulter les elections;Mairie de Luthécia;Hall d'accueil;(aucun);100;Automatique;100;Autres;doOrder-custom-handler;OK;Voir les elections en cours et les candidats declares.
acte_officiel;Demander un acte officiel;Mairie de Luthécia;Hall d'accueil;(aucun);100;Automatique;100;Lieu;doOrder-custom-handler;A verifier (Lieu 85%);Naissance, mariage, document administratif.
demander_naturalisation;Demander la naturalisation;Mairie de Luthécia;Hall d'accueil;(aucun);100;Automatique;100;Lieu;doOrder-custom-handler;A verifier (Lieu 85%);Deposer une demande de naturalisation vers un autre empire. Validee par le Ministre de l'Interieur concerne.
demander_mariage;Demander en mariage;Mairie de Luthécia;Hall d'accueil;(aucun);100;Automatique;100;Rencontre;doOrder-custom-handler;OK;Envoyer une demande en mariage a un autre PJ. Necessitera une ceremonie a la mairie pour officialiser.
officialiser_mariage;Officialiser un mariage;Mairie de Luthécia;Hall d'accueil;(aucun);100;Automatique;100;Rencontre;doOrder-custom-handler;OK;Celebrer le mariage. Les deux futurs epoux doivent etre presents.
consulter_indices_locaux;Consulter les caisses communales;Mairie de Luthécia;Hall d'accueil;(aucun);100;Automatique;100;Autres;doOrder-custom-handler;OK;Voir le solde reel des caisses du Commissariat, Centre Multimodal, Stade, Marche, Dispensaire et Tribunal.
objet_trouve;Reclamer un objet trouve;Mairie de Luthécia;Hall d'accueil;(aucun);100;Automatique;100;Lieu;doOrder-custom-handler;A verifier (Lieu 85%);Le service des objets trouves. On ne sait jamais ce qui finit dans une boite en carton...
fixer_impots_locaux;Fixer les impôts locaux;Mairie de Luthécia;Bureau du Maire;maire;100;Automatique;100;Fonction;doOrder-custom-handler;OK;Definir le taux de taxation locale. Impact direct sur les recettes et la popularite.
repartition_budget_local;Repartir le budget municipal;Mairie de Luthécia;Bureau du Maire;maire;100;Automatique;100;Fonction;doOrder-custom-handler;OK;Repartir les recettes fiscales locales entre Commissariat, Centre Multimodal, Stade, Marche, Dispensaire et Tribunal. Applique chaque nuit, credite directement leur caisse reelle.
traiter_demandes_permis;Traiter les demandes de permis;Mairie de Luthécia;Bureau du Maire;maire;100;Automatique;100;Fonction;doOrder-custom-handler;OK;Valider ou refuser les permis de construire arrives a instruction terminee.
campagne_securite;Lancer une campagne de securite;Mairie de Luthécia;Bureau du Maire;maire;80;Facile;85;Fonction;doOrder-custom-handler;Bruit calibration (±5%);+10 ISN local. Deploiement de forces de l'ordre supplementaires. Preleve sur budget mairie.
acte_officiel_mairie;Delivrer un acte officiel;Mairie de Luthécia;Bureau du Maire;maire;100;Automatique;100;Fonction;doOrder-custom-handler;OK;Choisir le type d'acte a delivrer a un administre.
contester_resultats;Contester des resultats;Mairie de Luthécia;Bureau du Maire;(aucun);70;Standard;70;Autres;doOrder-custom-handler;OK;Deposer un recours dans le sous-forum Tribunal. Delai 48h. Decision du juge.
nommer_commissaire;Nommer un commissaire;Mairie de Luthécia;Bureau du Maire;maire;100;Automatique;100;Fonction;doOrder-custom-handler;OK;Nommer un PJ habitant de la ville comme commissaire. Poste exclusif (sauf depute).
financer_communal;Financer un batiment communal;Mairie de Luthécia;Bureau du Maire;maire;100;Automatique;100;Fonction;doOrder-custom-handler;OK;Virement instantane depuis la caisse municipale vers un batiment de la ville.
revoquer_commissaire;Revoquer le commissaire;Mairie de Luthécia;Bureau du Maire;maire;100;Automatique;100;Fonction;doOrder-custom-handler;OK;Retirer le poste de commissaire au titulaire actuel de la ville.
consulter_elections;Voir les candidats;Mairie de Luthécia;Salle des Elections;(aucun);100;Automatique;100;Autres;doOrder-custom-handler;OK;Liste des candidats declares et sondages.
contester_resultats;Contester des resultats;Mairie de Luthécia;Salle des Elections;(aucun);40;Très difficile;40;Autres;doOrder-custom-handler;OK;Contester le resultat d'une election. Long processus.
falsifier_docs;Falsifier une liste;Mairie de Luthécia;Salle des Elections;(aucun);35;Très difficile;40;Lieu;generic-fallback;Bruit calibration (±5%);Manipuler les listes electorales. Tres risque.
consulter_etat_civil;;Mairie de Luthécia;Salle des Archives;(aucun);100;Automatique;100;Lieu;doOrder-custom-handler;A verifier (Lieu 85%);
consulter_mandats_maires;Consulter les résumés de mandats;Mairie de Luthécia;Salle des Archives;(aucun);100;Automatique;100;Lieu;doOrder-custom-handler;A verifier (Lieu 85%);Grands chantiers et actes majeurs des maires successifs de Luthécia.
prier;Prier le Formulaire Sacré;Tabernacle des Impôts;Nef des Formulaires;(aucun);100;Automatique;100;Lieu;doOrder-custom-handler;A verifier (Lieu 85%);+3 IP +2 Moral. Remplir un formulaire en 12 exemplaires.
se_confesser;Se confesser;Tabernacle des Impôts;Nef des Formulaires;(aucun);100;Automatique;100;Lieu;doOrder-custom-handler;A verifier (Lieu 85%);Révèle des informations au Grand Prêtre. +5 Moral mais risque de fuite.
faire_don;Faire un don a l'Eglise;Tabernacle des Impôts;Nef des Formulaires;(aucun);100;Automatique;100;Lieu;doOrder-custom-handler;A verifier (Lieu 85%);+5 IP +3 POP. Le Percepteur Suprême bénit votre don.
demander_benediction;Demander une bénédiction;Tabernacle des Impôts;Nef des Formulaires;(aucun);80;Facile;85;Lieu;doOrder-custom-handler;Bruit calibration (±5%);+5 à un ordre de votre choix pour 24h.
pelerin;Se déclarer pèlerin;Tabernacle des Impôts;Nef des Formulaires;(aucun);100;Automatique;100;Lieu;doOrder-custom-handler;A verifier (Lieu 85%);+10 DIS pendant 1 jour. Accès facilité aux lieux saints des autres empires.
excommunier;Excommunier un fidèle;Tabernacle des Impôts;Sacristie Administrative;grand_pretre;75;Standard;70;Fonction;doOrder-custom-handler;Bruit calibration (±5%);Cible perd -15 IP -10 POP dans l'empire. Acte irréversible.
benediction_etat;Bénir un acte d'Etat;Tabernacle des Impôts;Sacristie Administrative;grand_pretre;100;Automatique;100;Fonction;doOrder-custom-handler;OK;+10 IP national. +5 popularité du chef d'Etat.
consulter_confessions;Consulter les confessions;Tabernacle des Impôts;Sacristie Administrative;grand_pretre;85;Facile;85;Fonction;doOrder-custom-handler;OK;Révèle les derniers secrets confiés par les fidèles.
prendre_train;Prendre le train;Centre Multimodal;Hall Principal;(aucun);100;Automatique;100;Lieu;doOrder-custom-handler;A verifier (Lieu 85%);75 FR. 2 PA. Transport intra-empire vers une autre ville.
prendre_bus_taxi;Prendre un bus ou taxi;Centre Multimodal;Hall Principal;(aucun);100;Automatique;100;Lieu;doOrder-custom-handler;A verifier (Lieu 85%);150 FR. 1 PA. Transport intra-empire uniquement.
prendre_bateau;Prendre le bateau;Centre Multimodal;Hall Principal;(aucun);100;Automatique;100;Lieu;doOrder-custom-handler;A verifier (Lieu 85%);100 FR. 4 PA. Inter-empire. Disponible depuis le port.
taxi_caserne;Taxi vers la Caserne;Centre Multimodal;Hall Principal;(aucun);100;Automatique;100;Lieu;doOrder-custom-handler;A verifier (Lieu 85%);200 FR. 1 PA. Accès conditionné sur place.
taxi_qhs;Taxi vers le QHS;Centre Multimodal;Hall Principal;(aucun);100;Automatique;100;Lieu;doOrder-custom-handler;A verifier (Lieu 85%);200 FR. 1 PA. Accès conditionné sur place.
passer_douanes_aeroport;Passer le contrôle douanier;Centre Multimodal;Hall des Douanes;(aucun);100;Automatique;100;Lieu;doOrder-custom-handler;A verifier (Lieu 85%);Obligatoire pour accéder à la zone d'embarquement.
corrompre_douanier;Corrompre l'agent des douanes;Centre Multimodal;Hall des Douanes;(aucun);55;Difficile;55;Lieu;doOrder-custom-handler;OK;Éviter le contrôle. DUP/10 + INF/10. +20% zone transport.
prendre_avion;Prendre l'avion;Centre Multimodal;Zone d\'Embarquement;(aucun);100;Automatique;100;Lieu;doOrder-custom-handler;A verifier (Lieu 85%);250 FR. 3 PA. Vol vers un autre empire.
se_renseigner;Se renseigner;Centre Commercial;Hall d'Entrée;(aucun);100;Automatique;100;Lieu;doOrder-custom-handler;A verifier (Lieu 85%);
louer_local;Louer ce local (800 FR/jour);Centre Commercial;Vitrine Principale — Local à louer;(aucun);100;Automatique;100;Lieu;doOrder-custom-handler;A verifier (Lieu 85%);Emplacement premium. +10 POP +5 INF à votre organisation.
gerer_local;Gérer mon local;Centre Commercial;Vitrine Principale — Local à louer;(aucun);100;Automatique;100;Lieu;doOrder-custom-handler;A verifier (Lieu 85%);Gérer votre location.
louer_local;Louer ce local (400 FR/jour);Centre Commercial;Boutique Milieu — Local à louer;(aucun);100;Automatique;100;Lieu;doOrder-custom-handler;A verifier (Lieu 85%);+5 POP +3 INF à votre organisation.
gerer_local;Gérer mon local;Centre Commercial;Boutique Milieu — Local à louer;(aucun);100;Automatique;100;Lieu;doOrder-custom-handler;A verifier (Lieu 85%);
louer_local;Louer ce local (150 FR/jour);Centre Commercial;Arrière-Boutique — Local à louer;(aucun);100;Automatique;100;Lieu;doOrder-custom-handler;A verifier (Lieu 85%);+2 POP +1 INF à votre organisation.
gerer_local;Gérer mon local;Centre Commercial;Arrière-Boutique — Local à louer;(aucun);100;Automatique;100;Lieu;doOrder-custom-handler;A verifier (Lieu 85%);
louer_local;Louer ce local (80 FR/jour);Centre Commercial;Cave / Réserve — Local à louer;(aucun);100;Automatique;100;Lieu;doOrder-custom-handler;A verifier (Lieu 85%);+5 DIS à votre organisation. Très discret.
gerer_local;Gérer mon local;Centre Commercial;Cave / Réserve — Local à louer;(aucun);100;Automatique;100;Lieu;doOrder-custom-handler;A verifier (Lieu 85%);
se_renseigner;Se renseigner;Centre Artisanal;Travées;(aucun);100;Automatique;100;Lieu;doOrder-custom-handler;A verifier (Lieu 85%);
louer_local;Louer ce local (600 FR/jour);Centre Artisanal;Échoppe Facade — Local à louer;(aucun);100;Automatique;100;Lieu;doOrder-custom-handler;A verifier (Lieu 85%);+12 POP +2 INF. Fort ancrage populaire.
gerer_local;Gérer mon local;Centre Artisanal;Échoppe Facade — Local à louer;(aucun);100;Automatique;100;Lieu;doOrder-custom-handler;A verifier (Lieu 85%);
louer_local;Louer ce local (300 FR/jour);Centre Artisanal;Atelier Central — Local à louer;(aucun);100;Automatique;100;Lieu;doOrder-custom-handler;A verifier (Lieu 85%);+6 POP +2 INF.
gerer_local;Gérer mon local;Centre Artisanal;Atelier Central — Local à louer;(aucun);100;Automatique;100;Lieu;doOrder-custom-handler;A verifier (Lieu 85%);
louer_local;Louer ce local (100 FR/jour);Centre Artisanal;Réserve Arrière — Local à louer;(aucun);100;Automatique;100;Lieu;doOrder-custom-handler;A verifier (Lieu 85%);+2 POP +1 INF +2 DIS.
gerer_local;Gérer mon local;Centre Artisanal;Réserve Arrière — Local à louer;(aucun);100;Automatique;100;Lieu;doOrder-custom-handler;A verifier (Lieu 85%);
parler_pnj;Parler à l'hôtesse;Centre d'Affaires;Hall d'Entrée;(aucun);100;Automatique;100;Lieu;doOrder-custom-handler;A verifier (Lieu 85%);
se_renseigner;Se renseigner;Centre d'Affaires;Hall d'Entrée;(aucun);100;Automatique;100;Lieu;doOrder-custom-handler;A verifier (Lieu 85%);
louer_local;Louer ce local (1000 FR/jour);Centre d'Affaires;Bureau Prestige — Local à louer;(aucun);100;Automatique;100;Lieu;doOrder-custom-handler;A verifier (Lieu 85%);+12 INF +8 DIS +3 POP. Le bureau qui impressionne.
gerer_local;Gérer mon local;Centre d'Affaires;Bureau Prestige — Local à louer;(aucun);100;Automatique;100;Lieu;doOrder-custom-handler;A verifier (Lieu 85%);
louer_local;Louer ce local (500 FR/jour);Centre d'Affaires;Bureau Standard — Local à louer;(aucun);100;Automatique;100;Lieu;doOrder-custom-handler;A verifier (Lieu 85%);+6 INF +5 DIS +1 POP.
gerer_local;Gérer mon local;Centre d'Affaires;Bureau Standard — Local à louer;(aucun);100;Automatique;100;Lieu;doOrder-custom-handler;A verifier (Lieu 85%);
louer_local;Louer ce local (200 FR/jour);Centre d'Affaires;Open Space — Local à louer;(aucun);100;Automatique;100;Lieu;doOrder-custom-handler;A verifier (Lieu 85%);+3 INF +2 POP +1 DIS.
gerer_local;Gérer mon local;Centre d'Affaires;Open Space — Local à louer;(aucun);100;Automatique;100;Lieu;doOrder-custom-handler;A verifier (Lieu 85%);
produire_fuite;Produire une fuite;Centre d'Affaires;La Tribune de Republia — Antenne Locale;(aucun);55;Difficile;55;Rencontre;doOrder-custom-handler;OK;
interview;Donner une interview;Centre d'Affaires;La Tribune de Republia — Antenne Locale;(aucun);100;Automatique;100;Lieu;doOrder-custom-handler;A verifier (Lieu 85%);Impact sur la popularité.
article;Placer un article favorable;Centre d'Affaires;La Tribune de Republia — Antenne Locale;(aucun);70;Standard;70;Lieu;doOrder-custom-handler;OK;
appeler_police_terrain;Appeler la police;Terrain à bâtir 1;Terrain vague;(aucun);100;Automatique;100;Lieu;doOrder-custom-handler;A verifier (Lieu 85%);
faire_disparaitre_cadavre;Faire disparaitre le corps;Terrain à bâtir 1;Terrain vague;(aucun);0;Désespéré;10;Rencontre;doOrder-custom-handler;Bug (0%);
negocier_squatteurs;Negocier le depart;Terrain à bâtir 1;Terrain vague;(aucun);0;Désespéré;10;Rencontre;doOrder-custom-handler;Bug (0%);
donner_argent_pnj;Donner de l'argent;Terrain à bâtir 1;Terrain vague;(aucun);0;Désespéré;10;Rencontre;doOrder-custom-handler;Bug (0%);Offrir une somme a un PNJ present. Effet immediat selon sa personnalite.
signer_compromis;Signer un compromis;Terrain à bâtir 1;Terrain vague;(aucun);100;Automatique;100;Lieu;doOrder-custom-handler;A verifier (Lieu 85%);
plainte_obstruction_permis;Contester un refus (obstruction);Terrain à bâtir 1;Terrain vague;(aucun);100;Automatique;100;Lieu;doOrder-custom-handler;A verifier (Lieu 85%);Si le refus n'etait pas justifie par le zonage, le maire en subit les consequences.
acheter_terrain;Acheter ce terrain (2150 m² — 25 800 FR);Terrain à bâtir 1;Terrain vague;(aucun);100;Automatique;100;Lieu;doOrder-custom-handler;A verifier (Lieu 85%);
construire_sur_terrain;Construire;Terrain à bâtir 1;Terrain vague;(aucun);100;Automatique;100;Lieu;generic-fallback;A verifier (Lieu 85%);
corrompre_rdv_notaire;Accélérer le rendez-vous (corruption);Terrain à bâtir 1;Terrain vague;(aucun);100;Automatique;100;Lieu;doOrder-custom-handler;A verifier (Lieu 85%);Réduit de moitié le délai restant avant le rendez-vous notarial d'un achat direct.
payer_versement_chantier;Payer le versement du chantier;Terrain à bâtir 1;Terrain vague;(aucun);100;Automatique;100;Lieu;doOrder-custom-handler;A verifier (Lieu 85%);Régler le versement en attente pour que le chantier reprenne.
corrompre_chantier;Accélérer le chantier (corruption);Terrain à bâtir 1;Terrain vague;(aucun);100;Automatique;100;Lieu;doOrder-custom-handler;A verifier (Lieu 85%);Réduit de moitié le délai restant du chantier.
voler_materiel_chantier;Voler du matériel de chantier;Terrain à bâtir 1;Terrain vague;(aucun);0;Désespéré;10;Lieu;doOrder-custom-handler;Bug (0%);Même le propriétaire peut se voler lui-même — mise en scène parodique, bonus de sympathie publique.
diviser_construction;Diviser / gérer les lots;Terrain à bâtir 1;Terrain vague;(aucun);100;Automatique;100;Lieu;doOrder-custom-handler;A verifier (Lieu 85%);Réservé aux Commerces Premium et Buildings construits.
louer_lot_ici;Louer un lot ici;Terrain à bâtir 1;Terrain vague;(aucun);100;Automatique;100;Lieu;doOrder-custom-handler;A verifier (Lieu 85%);Louer un lot disponible, si ce terrain a été divisé par son propriétaire.
gerer_lot_loue;Gérer mon local loué;Terrain à bâtir 1;Terrain vague;(aucun);100;Automatique;100;Lieu;doOrder-custom-handler;A verifier (Lieu 85%);Voir/accepter les propositions du propriétaire concernant votre lot loué ici.
emprunter_construction;Faire un prêt (Banque Nationale);Terrain à bâtir 1;Terrain vague;(aucun);100;Automatique;100;Lieu;doOrder-custom-handler;A verifier (Lieu 85%);
racheter_terrain;Offre de rachat;Terrain à bâtir 1;Terrain vague;(aucun);100;Automatique;100;Lieu;doOrder-custom-handler;A verifier (Lieu 85%);
acheter_terrain;Acheter ce terrain (2300 m² — 27 600 FR);Terrain à bâtir 2;Terrain;(aucun);100;Automatique;100;Lieu;doOrder-custom-handler;A verifier (Lieu 85%);
deposer_demande_permis;Déposer une demande de permis;Terrain à bâtir 2;Terrain;(aucun);100;Automatique;100;Lieu;doOrder-custom-handler;A verifier (Lieu 85%);Toujours obtenu a terme -- seule la duree d'instruction varie selon le palier choisi.
corrompre_fonctionnaire_permis;Corrompre un fonctionnaire (accélérer);Terrain à bâtir 2;Terrain;(aucun);100;Automatique;100;Lieu;doOrder-custom-handler;A verifier (Lieu 85%);Reduit de moitie la duree d'instruction restante. Risque de decouverte.
plainte_obstruction_permis;Contester un refus (obstruction);Terrain à bâtir 2;Terrain;(aucun);100;Automatique;100;Lieu;doOrder-custom-handler;A verifier (Lieu 85%);Si le refus n'etait pas justifie par le zonage, le maire en subit les consequences.
acheter_terrain;Acheter ce terrain (2300 m² — 27 600 FR);Terrain à bâtir 3;Terrain;(aucun);100;Automatique;100;Lieu;doOrder-custom-handler;A verifier (Lieu 85%);
deposer_demande_permis;Déposer une demande de permis;Terrain à bâtir 3;Terrain;(aucun);100;Automatique;100;Lieu;doOrder-custom-handler;A verifier (Lieu 85%);Toujours obtenu a terme -- seule la duree d'instruction varie selon le palier choisi.
corrompre_fonctionnaire_permis;Corrompre un fonctionnaire (accélérer);Terrain à bâtir 3;Terrain;(aucun);100;Automatique;100;Lieu;doOrder-custom-handler;A verifier (Lieu 85%);Reduit de moitie la duree d'instruction restante. Risque de decouverte.
plainte_obstruction_permis;Contester un refus (obstruction);Terrain à bâtir 3;Terrain;(aucun);100;Automatique;100;Lieu;doOrder-custom-handler;A verifier (Lieu 85%);Si le refus n'etait pas justifie par le zonage, le maire en subit les consequences.
appeler_police_terrain;Appeler la police;Terrain à bâtir 4;;(aucun);100;Automatique;100;Lieu;doOrder-custom-handler;A verifier (Lieu 85%);
faire_disparaitre_cadavre;Faire disparaitre le corps;Terrain à bâtir 4;;(aucun);0;Désespéré;10;Rencontre;doOrder-custom-handler;Bug (0%);
negocier_squatteurs;Negocier le depart;Terrain à bâtir 4;;(aucun);0;Désespéré;10;Rencontre;doOrder-custom-handler;Bug (0%);
signer_compromis;Signer un compromis;Terrain à bâtir 4;;(aucun);100;Automatique;100;Lieu;doOrder-custom-handler;A verifier (Lieu 85%);
plainte_obstruction_permis;Contester un refus (obstruction);Terrain à bâtir 4;;(aucun);100;Automatique;100;Lieu;doOrder-custom-handler;A verifier (Lieu 85%);Si le refus n'etait pas justifie par le zonage, le maire en subit les consequences.
acheter_terrain;Acheter ce terrain (1850 m² — 22 200 FR);Terrain à bâtir 4;;(aucun);100;Automatique;100;Lieu;doOrder-custom-handler;A verifier (Lieu 85%);
construire_sur_terrain;Construire;Terrain à bâtir 4;;(aucun);100;Automatique;100;Lieu;generic-fallback;A verifier (Lieu 85%);
corrompre_rdv_notaire;Accélérer le rendez-vous (corruption);Terrain à bâtir 4;;(aucun);100;Automatique;100;Lieu;doOrder-custom-handler;A verifier (Lieu 85%);Réduit de moitié le délai restant avant le rendez-vous notarial d'un achat direct.
payer_versement_chantier;Payer le versement du chantier;Terrain à bâtir 4;;(aucun);100;Automatique;100;Lieu;doOrder-custom-handler;A verifier (Lieu 85%);Régler le versement en attente pour que le chantier reprenne.
corrompre_chantier;Accélérer le chantier (corruption);Terrain à bâtir 4;;(aucun);100;Automatique;100;Lieu;doOrder-custom-handler;A verifier (Lieu 85%);Réduit de moitié le délai restant du chantier.
voler_materiel_chantier;Voler du matériel de chantier;Terrain à bâtir 4;;(aucun);0;Désespéré;10;Lieu;doOrder-custom-handler;Bug (0%);Même le propriétaire peut se voler lui-même — mise en scène parodique, bonus de sympathie publique.
diviser_construction;Diviser / gérer les lots;Terrain à bâtir 4;;(aucun);100;Automatique;100;Lieu;doOrder-custom-handler;A verifier (Lieu 85%);Réservé aux Commerces Premium et Buildings construits.
louer_lot_ici;Louer un lot ici;Terrain à bâtir 4;;(aucun);100;Automatique;100;Lieu;doOrder-custom-handler;A verifier (Lieu 85%);Louer un lot disponible, si ce terrain a été divisé par son propriétaire.
gerer_lot_loue;Gérer mon local loué;Terrain à bâtir 4;;(aucun);100;Automatique;100;Lieu;doOrder-custom-handler;A verifier (Lieu 85%);Voir/accepter les propositions du propriétaire concernant votre lot loué ici.
emprunter_construction;Faire un prêt (Banque Nationale);Terrain à bâtir 4;;(aucun);100;Automatique;100;Lieu;doOrder-custom-handler;A verifier (Lieu 85%);
racheter_terrain;Offre de rachat;Terrain à bâtir 4;;(aucun);100;Automatique;100;Lieu;doOrder-custom-handler;A verifier (Lieu 85%);
appeler_police_terrain;Appeler la police;Terrain à bâtir 5;;(aucun);100;Automatique;100;Lieu;doOrder-custom-handler;A verifier (Lieu 85%);
faire_disparaitre_cadavre;Faire disparaitre le corps;Terrain à bâtir 5;;(aucun);0;Désespéré;10;Rencontre;doOrder-custom-handler;Bug (0%);
negocier_squatteurs;Negocier le depart;Terrain à bâtir 5;;(aucun);0;Désespéré;10;Rencontre;doOrder-custom-handler;Bug (0%);
signer_compromis;Signer un compromis;Terrain à bâtir 5;;(aucun);100;Automatique;100;Lieu;doOrder-custom-handler;A verifier (Lieu 85%);
plainte_obstruction_permis;Contester un refus (obstruction);Terrain à bâtir 5;;(aucun);100;Automatique;100;Lieu;doOrder-custom-handler;A verifier (Lieu 85%);Si le refus n'etait pas justifie par le zonage, le maire en subit les consequences.
acheter_terrain;Acheter ce terrain (2750 m² — 33 000 FR);Terrain à bâtir 5;;(aucun);100;Automatique;100;Lieu;doOrder-custom-handler;A verifier (Lieu 85%);
construire_sur_terrain;Construire;Terrain à bâtir 5;;(aucun);100;Automatique;100;Lieu;generic-fallback;A verifier (Lieu 85%);
corrompre_rdv_notaire;Accélérer le rendez-vous (corruption);Terrain à bâtir 5;;(aucun);100;Automatique;100;Lieu;doOrder-custom-handler;A verifier (Lieu 85%);Réduit de moitié le délai restant avant le rendez-vous notarial d'un achat direct.
payer_versement_chantier;Payer le versement du chantier;Terrain à bâtir 5;;(aucun);100;Automatique;100;Lieu;doOrder-custom-handler;A verifier (Lieu 85%);Régler le versement en attente pour que le chantier reprenne.
corrompre_chantier;Accélérer le chantier (corruption);Terrain à bâtir 5;;(aucun);100;Automatique;100;Lieu;doOrder-custom-handler;A verifier (Lieu 85%);Réduit de moitié le délai restant du chantier.
voler_materiel_chantier;Voler du matériel de chantier;Terrain à bâtir 5;;(aucun);0;Désespéré;10;Lieu;doOrder-custom-handler;Bug (0%);Même le propriétaire peut se voler lui-même — mise en scène parodique, bonus de sympathie publique.
diviser_construction;Diviser / gérer les lots;Terrain à bâtir 5;;(aucun);100;Automatique;100;Lieu;doOrder-custom-handler;A verifier (Lieu 85%);Réservé aux Commerces Premium et Buildings construits.
louer_lot_ici;Louer un lot ici;Terrain à bâtir 5;;(aucun);100;Automatique;100;Lieu;doOrder-custom-handler;A verifier (Lieu 85%);Louer un lot disponible, si ce terrain a été divisé par son propriétaire.
